date,lat,lon,temperature,humidity,precipitation,wind_speed,wind_direction
2023-01-31,40.24835707650561,-95.06913215058559,26.24119817052155,35.47236618292142,1.364099193146712,0.8633814002496643,197.8303976365448
2023-01-31,39.40109678672302,-93.92917078389169,26.2834550926428,56.49183008240262,4.373237328441602,5.26372518828118,42.14412591393811
2023-01-31,40.13952064610007,-94.49474235759673,24.129314542756244,67.09308379897567,0.21321742449077088,1.2616020917249615,252.3488873252832
2023-01-31,39.70956093298824,-95.26258490358907,14.362754471960253,34.365780381851614,3.4503717076171627,10.593633407347443,29.285561031083915
2023-01-31,40.01111091330599,-95.21389645680168,5.519156585026758,78.76797403545015,5.8843290759264875,14.790015957343064,271.216146693219
2023-01-31,39.545987962239394,-95.70615185066765,5.925362256234447,52.57557513185495,0.17438798739591452,11.657203738911551,201.02552990488982
2023-01-31,39.2618351534227,-94.2565095209764,28.576596232020194,36.67184893836908,1.3570102187459085,0.17030467151128603,168.71783111788545
2023-01-31,39.42450321128885,-94.81215099082716,18.40061470036573,33.37819654091024,0.25298199186234244,1.7628937016565733,233.71570876178288
2023-01-31,40.04756289215857,-94.66767282862507,25.193465142411725,87.73035290847253,0.9395931558405344,4.285681294227911,312.6956861482057
2023-01-31,40.14551700063109,-95.31777987013731,35.32738913002578,43.41575031116716,6.605740212503822,0.18231712034724512,349.15637761475006
2023-01-31,40.56511409694852,-94.81344054263529,22.24092481810417,34.42779388412393,1.6142193274666976,14.539538034286485,188.31522390125357
2023-01-31,40.41127245605159,-95.61042182498551,20.12592400781795,67.76391828811575,2.3798024762335483,6.818115971516598,225.92090883026285
2023-01-31,40.16149989863915,-95.69670847043635,28.72320636720678,32.72678282048747,0.6596854517975169,14.25617226114838,320.4949622007299
2023-01-31,40.10931915802693,-94.5591194805257,21.833420057383517,57.33940516714277,1.9358660574779545,4.16071774471699,67.72361750055407
