farm_id,date,temperature,humidity,precipitation,wind_speed,wind_direction,month,season,temperature_rolling_mean,temperature_rolling_std,humidity_rolling_mean,humidity_rolling_std,precipitation_rolling_mean,precipitation_rolling_std,wind_speed_rolling_mean,wind_speed_rolling_std
farm_000,2023-01-31,26.24119817052155,35.47236618292142,1.364099193146712,0.8633814002496643,197.8303976365448,1,Winter,26.24119817052155,0.0,35.47236618292142,0.0,1.364099193146712,0.0,0.8633814002496643,0.0
farm_000,2023-02-28,21.958452550976816,46.44331324123236,1.6156710308139706,9.771305825277963,298.70704933459257,2,Winter,24.099825360749183,3.0283584696770633,40.95783971207689,7.757631060970271,1.4898851119803411,0.17788815237008,5.317343612763814,6.298853767234788
farm_000,2023-03-31,23.21357215450273,64.02097565920008,2.682253571705317,13.177733419520218,145.49051579437187,3,Spring,23.8044076253337,2.201656745640982,48.645551694451285,14.401151565444131,1.8873412652219999,0.6998116022371956,7.937473548349281,6.358696566793958
farm_000,2023-04-30,10.016145608117084,75.08250516174274,2.139788201231888,14.349219316251869,24.824885888311627,4,Spring,18.396056771198875,7.284299185964692,61.8489313540584,14.442616134640588,2.1459042679170586,0.5333175731563075,12.432752853683349,2.3781442377022057
farm_000,2023-05-31,25.93556722280862,67.59555066559261,5.217747919129551,0.2867414164464604,171.66364859441416,5,Spring,19.721761661809477,8.514784291116188,68.89967716217848,5.64490196311933,3.3465965640222524,1.6430072169137389,9.271231384072848,7.802812940558342
farm_000,2023-06-30,16.40231354210914,75.0563879017991,0.2137742441087272,4.167791641345684,99.4748790477073,6,Summer,17.451342124344947,8.011388260553705,72.57814790971149,4.315075549818622,2.5237701214900556,2.5239888512806896,6.267917458014671,7.262659120804761
farm_000,2023-07-31,25.731278132412,78.22829342900852,0.2950253262694379,8.710486268314275,181.983153740351,7,Summer,22.689719632443257,5.44601138602295,73.62674399880007,5.458636820240016,1.908849163169239,2.865878341361484,4.388339775368807,4.216200948947784
farm_000,2023-08-31,31.83493666889928,65.65450963851583,1.848394412272716,10.237986893065823,207.12930232647548,8,Summer,24.65617611447347,7.77228070807508,72.9797303231078,6.5390664262466505,0.7857313275502937,0.921189480135278,7.705421600908594,3.157441026805079
farm_000,2023-09-30,11.65676954508418,54.3195216388172,0.6271257420216655,2.9794742079280367,282.01939919850184,9,Fall,23.074328115465153,10.34814691930727,66.06744156878051,11.95973355527356,0.9235151601879398,0.8179999356591499,7.309315789769379,3.826742822889442
farm_000,2023-10-31,19.77699716281947,84.76804802447171,1.8850795251782,8.196106113181981,89.90790452256788,10,Fall,21.089567792267644,10.15291772655135,68.24735976726824,15.388968243748621,1.4535332264908607,0.7159248893335459,7.137855738058614,3.7431834035234117
farm_000,2023-11-30,31.88596823087008,74.50104773950939,2.249281236869765,3.0882298226748173,126.89317689960642,11,Fall,21.10657831292458,10.179929243039297,71.19620580093276,15.490954616927457,1.58716216802321,0.8511246537006972,4.754603381261612,2.980924812251439
farm_000,2023-12-31,7.554574999152772,41.86141818686925,0.7678495209076662,8.902446237327771,75.64239933847723,12,Winter,19.739180130947442,12.165740698578094,67.04350465028345,22.404373070920904,1.6340700943185436,0.7719548452143877,6.728927391061522,3.1726547528981532
farm_001,2023-01-31,26.2834550926428,56.49183008240262,4.373237328441602,5.26372518828118,42.14412591393811,1,Winter,26.2834550926428,0.0,56.49183008240262,0.0,4.373237328441602,0.0,5.26372518828118,0.0
farm_001,2023-02-28,10.21627222384968,42.3852763056362,0.0221134592633943,2.053284451032109,324.00671106531786,2,Winter,18.24986365824624,11.361213961087941,49.438553194019406,9.97483983472424,2.1976753938524984,3.076709193678559,3.6585048196566445,2.270124415906357
farm_001,2023-03-31,24.219207542352848,49.62198969379432,2.202792634344614,12.11768912911888,274.4226485195817,3,Spring,20.239644952948442,8.741640586128561,49.499698693944374,7.05407195743593,2.1993811406832036,2.175563940671438,6.478232922810723,5.140946620905315
farm_001,2023-04-30,23.01791899819466,33.423283269075256,0.6630925871897281,3.925585256038589,88.91236766591993,4,Spring,19.15113292146573,7.7610936926398715,41.81018308950192,8.114651663133253,0.9626662269325789,1.120780393466896,6.032186278729859,5.352698971796999
farm_001,2023-05-31,20.186340010671998,71.26332254583363,2.565360835090209,10.38798647305662,48.396646586923865,5,Spring,22.4744888504065,2.0706260831365046,51.43619850290107,18.985143094507727,1.8104153522081836,1.0100129060537637,8.810420286071363,4.317890430820782
farm_001,2023-06-30,6.739523139179617,55.92113565567036,1.411261393351741,1.012538200257329,186.7323579770142,6,Summer,16.64792738268209,8.696942904270346,53.535913823526414,19.032448752277155,1.5465716052105594,0.9583254988872774,5.108703309784179,4.798393879811021
farm_001,2023-07-31,2.141335080658888,38.64472716079197,1.9563242155038063,4.104606267911574,175.6203546758445,7,Summer,9.689066076836834,9.377121273976462,55.27639512076532,16.318852869956192,1.9776488146485853,0.5773451604125334,5.168376980408508,4.777390885782581
farm_001,2023-08-31,8.219591326236193,55.74374215815996,0.6457142331581303,11.52871996369803,81.45807480114703,8,Summer,5.7001498486915665,3.1696249580131233,50.10320165820743,9.923726390282031,1.3377666140045592,0.6583887479289879,5.548621477288978,5.404757595315043
farm_001,2023-09-30,27.640297815728594,84.55516166621955,0.9248081524660026,11.269183865606504,322.918304171188,9,Fall,12.66707474087456,13.31857187102772,59.64787699505717,23.202881302497634,1.175615533709313,0.6903643156483594,8.967503365738702,4.213391257003647
farm_001,2023-10-31,13.111144574245944,50.5965293438669,3.8217403851069074,8.388271976526871,185.3071897524408,10,Fall,16.323677905403574,10.10105132848072,63.63181105608214,18.302005368400447,1.7974209235770136,1.758657247929558,10.395391935277136,1.743054113664688
